gene_id,gene_short_name,cluster,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000138795,LEF1,60,0.0747606141166948,0.4203215480465095,0.38173178458289336,0.19584592411759327,0.15117687663664167,1.21759106932182e-119,3.049243754679367e-113
ENSG00000145349,CAMK2D,1,0.09285294385351037,0.5644788064701285,0.3380281690140845,0.27468995889996817,0.18590868468565755,1.2585661548992305e-46,3.1518586858680153e-40
ENSG00000269893,SNHG8,53,0.044833744205570514,2.5436845893550397,0.8731617647058824,0.05134643546911655,0.13500767324675544,3.615560186642905e-59,9.054537764414492e-53
ENSG00000269893,SNHG8,57,0.045643578635988814,2.357152754928009,0.944994499449945,0.0483003643540324,0.19614838802397896,3.4748096776488336e-152,8.702052745977915e-146
ENSG00000269893,SNHG8,6,0.0541978961178131,2.821619279057277,0.9714544630720435,0.055790464893663017,0.2810529851737841,1.4823533328840476e-235,3.7122945103748426e-229
ENSG00000164109,MAD2L1,72,0.09038584587364314,0.6733396568435925,0.7764489420423183,0.11640925884437214,0.3481663226458003,5.735207734040947e-214,1.4362824108552095e-207
ENSG00000145386,CCNA2,72,0.1076873910714936,0.4640338789860362,0.6586936522539099,0.16348630460155522,0.3123223710187154,4.945182297386952e-192,1.2384343656903577e-185
ENSG00000164056,SPRY1,53,0.05369772016578032,0.6391631883630096,0.39705882352941174,0.13523870263974302,0.1554048469943285,7.575052719467132e-68,1.8970393901679527e-61
ENSG00000142731,PLK4,30,0.06006146799056655,0.2274435064131295,0.46883468834688347,0.1281079866388385,0.17439007858283534,4.66103955913217e-61,1.1672757893923672e-54
ENSG00000197465,GYPE,12,0.12253119759758041,0.8919467586872238,0.28888888888888886,0.42414645322239375,0.14583901570623892,1.597758472212504e-63,4.001306485923579e-57
ENSG00000250361,GYPB,10,0.08914366565040843,2.5687119060763113,0.6070528967254408,0.146846619349428,0.2647303309755602,8.562830302386922e-96,2.1444109997025126e-89
ENSG00000250361,GYPB,12,0.289913701056129,7.7998452224779795,0.85,0.3410749424189753,0.5668378275304347,1.5689786711829926e-242,3.929232510710348e-236
ENSG00000250361,GYPB,21,0.05531154558053207,1.7753797179008282,0.5004359197907585,0.11052672958339771,0.16859610221879245,5.67351187610772e-107,1.4208317629133465e-100
ENSG00000250361,GYPB,22,0.11267649588669101,3.0944166745844695,0.6657584014532243,0.1692453232895591,0.2912287257183479,3.1707579959649717e-180,7.940608518244978e-174
ENSG00000170180,GYPA,10,0.05645635881277984,2.046605381711695,0.5138539042821159,0.10986850219938038,0.19884263800066643,2.2463269116671946e-72,5.625532643060947e-66
ENSG00000170180,GYPA,12,0.35957000509239445,10.772789413688301,0.9222222222222223,0.38989518624476505,0.7113319254427732,2.349934595811528e-304,5.884999956655705e-298
ENSG00000170180,GYPA,46,0.10336417386680163,2.6387684487278844,0.7734225621414914,0.1336451494000921,0.40652835829203626,3.511022533048236e-245,8.792741505076023e-239
ENSG00000170180,GYPA,9,0.2009657237959369,5.113660962338121,0.9091591591591591,0.22104570115292155,0.6430461932895315,0,0
ENSG00000137460,FHDC1,22,0.16483023552059767,0.843054885416057,0.44595821980018163,0.3696091431938453,0.20955562133711128,4.621688522499489e-130,1.1574210109108533e-123
ENSG00000121211,MND1,24,0.10718827311429842,0.3534545167702077,0.6322147651006711,0.16954408380074804,0.3215750594897174,6.441690470179341e-164,1.613208648673188e-157
ENSG00000164116,GUCY1A1,23,0.060398103644699726,0.4733733261751189,0.5106202209005948,0.11828380697140028,0.16689980819628408,3.4674295743480477e-107,8.683570568779174e-101
ENSG00000164116,GUCY1A1,26,0.07619561781096318,0.6269879733345074,0.5191122071516646,0.14678063193513335,0.19222900441974902,6.195387827809299e-103,1.5515264621878524e-96
ENSG00000164116,GUCY1A1,61,0.05142843536059668,0.3955838862915559,0.49961627014581733,0.10293586985385172,0.15309739133988692,3.985057576509368e-103,9.979879315291823e-97
ENSG00000145416,MARCH1,66,0.24252937072558356,0.9773962068297897,0.5171385991058122,0.46898330765667606,0.310992782058676,3.8150672899139385e-150,9.554168390813724e-144
